id,title,authors,genre,isbn,num_pages,publisher,publication_date,price
1608,Polly Price's Totally Secret Diary: On Stage in America,Dee Shulman,unknown,0385614926,128,Transworld Publishers,2008-01-01,23.5
1609,How to Speak How to Listen,Mortimer J. Adler,unknown,0684846470,288,Touchstone,1997-04-01,11.75
1610,The Complete Adventures of Johnny Mutton,James Proimos,fantasy,0544324048,160,HMH Books for Young Readers,2014-10-07,26.75
1611,"Hulk, Volume 1: Red Hulk","Jeph Loeb,Ed McGuinness",fiction,0785128816,176,Marvel,2008-11-26,48.5
1612,'Twas the Night Before Christmas,Clement C. Moore,fiction,0544325249,32,HMH Books for Young Readers,2014-09-23,21.0
1613,Fidel!: Castro's Political And Social Thought,Sheldon B. Liss,history,0813386799,246,Westview Press,1994-03-01,46.75
1614,Cheetah Can't Lose,Bob Shea,fiction,0061730831,40,Balzer + Bray,2013-02-19,25.0
1615,"Arrachez les bourgeons, tirez sur les enfants","Kenzaburo Oe,Ryoji Nakamura,Rene de Ceccatty",fiction,2070136906,238,Gallimard,2012-02-09,39.25
1616,Tausend strahlende Sonnen,"Khaled Hosseini,Michael Windgassen",fiction,3827006716,384,Bloomsbury Berlin,2007-08-27,27.25
1617,"What Did You Eat Yesterday?, Volume 11",Fumi Yoshinaga,fiction,1942993757,154,Vertical,2016-11-29,46.25
1618,I Refuse to Raise a Brat: Straightforward Advice on Parenting in an Age of Overindulgence,"Marilu Henner,Ruth Velikovsky Sharon",unknown,0060392665,224,William Morrow,1999-10-06,34.25
1619,"God, Justice, Love, Beauty: Four Little Dialogues","Jean-Luc Nancy,Sarah Clift",unknown,0823234258,129,Fordham University Press,2011-07-04,12.0
1620,Probability and Computing: Randomized Algorithms and Probabilistic Analysis,Michael Mitzenmacher,science,0521835402,370,Cambridge University Press,2005-03-01,30.75
1621,"The Little Auto (Mr. Small, #1)",Lois Lenski,fiction,0375810730,56,Random House Books for Young Readers,2001-03-27,34.25
1622,Indian Captive: The Story of Mary Jemison,Lois Lenski,fiction,0064461629,298,HarperCollins,1995-02-18,41.25
1623,Cucina Simpatica: Robust Trattoria Cooking From Al Forno,"Johanne Killeen,George Germon",unknown,0060161191,224,William Morrow Cookbooks,1991-05-08,17.0
1624,Valor at Vauzlee (A Galaxy Unknown #2),Thomas DePrima,fantasy,nan,344,Vinnia Publishing,2010-08-05,48.75
1625,Morimoto: The New Art of Japanese Cooking,Masaharu Morimoto,unknown,0756631238,272,DK,2007-08-20,21.75
1626,Why Are the Rain Forests Vanishing?,Isaac Asimov,unknown,0836807979,24,Gareth Stevens Publishing,1997-09-01,24.0
1627,The Green-Eyed Necklace: The Revolution of Xerta,Chris  Walker,fantasy,1613466331,194,Tate Publishing & Enterprises,2012-01-31,16.5
1628,The Compassion Protocol,"Herve Guibert,James Kirkup",fiction,0807613525,199,George Braziller,1994-03-01,45.5
1629,"Nutrition Diva's Secrets for a Healthy Diet: What to Eat, What to Avoid, and What to Stop Worrying About",Monica Reinagel,unknown,0312676417,256,St. Martin's Griffin,2011-03-01,7.5
1630,The Book of Eleanor: A Novel of Eleanor of Aquitaine,Pamela Kaufman,fiction,0609808095,560,Broadway Books,2003-03-25,14.25
1631,Amelia and Eleanor Go for a Ride,"Pam Munoz Ryan,Brian Selznick",history,059096075X,40,Scholastic Press,1999-10-01,21.75
1632,"The Forge of God (Forge of God, #1)",Greg Bear,fiction,0765301075,474,Tor Books,2001-08-11,17.25
1633,Grave Intent,Deborah Leblanc,fiction,0843955538,374,Leisure Books,2005-07-01,47.0
1634,Festival Of Lughnasa,Maire MacNeill,history,0906426103,707,Comhairle Bhealoideas Eireann,2008-01-01,5.75
1635,Nemesi,"Jo Nesbo,Giorgio Puleo",mystery,8858500180,494,Piemme,2010-10-07,44.0
1636,The Silent Land,Graham Joyce,fiction,0307739821,262,Anchor,2012-05-01,6.75
1637,"Altered (Altered, #1)",Marnee Blake,romance,nan,277,Entangled: Embrace,2015-12-28,44.25
1638,KnitLit: Sweaters and Their Stories...and Other Writing About Knitting,"Linda Roghaar,Molly Wolf",fiction,0609808249,288,Harmony,2002-09-24,38.0
1639,The Cause and Cure of Human Illness,"Arnold Ehret,Kranke Menschen",unknown,1884772021,159,Ehret Literature Publications,2001-06-01,41.25
1640,Heaven,C.J. Anthony,romance,nan,112,MLR Press,2013-06-06,32.5
1641,"Collecting China: The World, China, and a History of Collecting","Vimalin Rujivacharakul,Ting Chang,Ellen Huang,Eugene Wang,Wen-Hsin Yeh,Lawrence Nees,Paola Dematte,Lydia H. Liu,Shana J. Brown,Elizabeth Lillehoj,Marcia Reed,C. Griffith Mann,Stanley K. Abe,Ronald W. Fuchs II,Stacey Pierson",unknown,1611490065,210,University of Delaware Press,2011-02-14,38.0
1642,Faithmarkers: Biblical Exemplars of Faith to Encourage Believers in These Last Days,Edna R Payne,unknown,1490884068,204,WestBow Press,2015-07-15,45.25
1643,Net Locality: Why Location Matters in a Networked World,"Eric Gordon,Adriana de Souza e Silva",unknown,1405180609,187,Wiley-Blackwell,2011-05-06,38.0
1644,Neeland,"Nic Balthazar,Nyk Dekyser",unknown,nan,64,Lannoo,2013-09-10,18.75
1645,Haunted Hannibal (MO): History and Mystery in America's Hometown,"Ken Marks,Lisa Marks",unknown,1609490444,125,History Press (SC),2010-08-27,13.0
1646,Prime Suspect,Maggie Price,romance,0373078161,256,Silhouette,1997-09-01,47.25
1647,Running with the Demon (Word &Void #1),Terry Brooks,fantasy,0099242222,420,Del Rey Books,1997-08-19,44.0
1648,"Simply Sexy (Simply, #5)",Carly Phillips,romance,037369105X,224,Harlequin Books,2002-12-01,29.75
1649,Know Regrets,Tim Durant,fiction,143570567X,248,Lulu.com,2008-10-28,44.75
1650,The Groom Says Yes,Cathy Maxwell,romance,0062219294,320,Avon,2014-09-30,27.0
1651,Dreamlike States,Brian James Freeman,unknown,nan,128,Cemetery Dance Publicatiions,2014-01-22,7.0
1652,"Emergence: The Connected Lives of Ants, Brains, Cities and Software",Steven Johnson,science,0140287752,288,Penguin,2002-08-01,8.5
1653,"Spin Control (Royally Jacked, #2)","Niki Burnham,Amy Saidens",romance,0689866690,245,Simon Pulse,2004-12-28,46.5
1654,"Luscious (Topped, #1; Masters and Mercenaries, #8.2)",Lexi Blake,romance,nan,167,DLZ Entertainment,2015-05-01,23.75
1655,"Contagious (Infected, #2)",Scott Sigler,fiction,0307406326,448,Broadway Books,2009-12-29,12.25
1656,Het menselijk lichaam,"Paolo Giordano,Mieke Geuzebroek,Pietha de Voogd",fiction,9023477677,351,De Bezige Bij,2013-02-21,22.75
1657,Finding Alison,Deirdre Eustace,unknown,1785301071,256,Black and White Publishing,2017-05-18,44.5
1658,"Do-Over (Royally Jacked, #3)",Niki Burnham,romance,0689876203,240,Simon Pulse,2006-09-26,47.0
1659,More Than Friends,Barbara Delinsky,romance,0066214599,416,William Morrow,2006-01-31,49.0
1660,"God Is Not Mad at You: You Can Experience Real Love, Acceptance & Guilt-free Living",Joyce Meyer,unknown,145551747X,256,FaithWords,2013-09-03,10.0
1661,Power Thoughts Devotional: 365 Daily Inspirations for Winning the Battle of the Mind,Joyce Meyer,fiction,1455517445,384,FaithWords,2013-10-22,37.75
1662,"Egghead: Or, You Can't Survive on Ideas Alone","Bo Burnham,Chance Bone",fiction,1455519146,240,Grand Central Publishing,2013-10-01,17.75
1663,Everybody's Brother,"CeeLo Green,Big Gipp,David Wild",unknown,1455516678,288,Grand Central Publishing,2013-09-10,34.0
1664,Anything You Want: 40 Lessons for a New Kind of Entrepreneur,Derek Sivers,fiction,1591848261,96,Portfolio,2015-09-15,44.75
1665,The Muslim World: An Overview,Dorothy Kavanaugh,unknown,1422205320,64,Mason Crest Publishers,2009-09-01,24.5
1666,The Four & Twenty Blackbirds Pie Book: Uncommon Recipes from the Celebrated Brooklyn Pie Shop,"Emily Elsen,Melissa Elsen",unknown,1455520519,224,Grand Central Life & Style,2013-10-29,13.75
1667,"Without Their Permission: How the 21st Century Will Be Made, Not Managed",Alexis Ohanian,unknown,1455520020,272,Business Plus,2013-10-01,30.25
1668,The Beothuk Saga,"Bernard Assiniwi,Wayne Grady",fiction,0312283903,352,Thomas Dunne Books,2002-01-16,43.5
1669,Cat Up a Tree,"Ann Hassett,John Hassett",fiction,0618335242,32,HMH Books for Young Readers,2003-05-12,42.75
1670,"Hades (Halo, #2)",Alexandra Adornetto,fantasy,nan,368,Boekerij,2012-02-15,22.5
1671,"Savor: Rustic Recipes Inspired by Forest, Field, and Farm",Ilona Oppenheim,unknown,1579656668,272,Artisan,2016-03-22,12.75
1672,The Valley Of The Cobras,Herge,fiction,0749703857,52,Mammoth,1990-01-05,45.25
1673,"Destination Moon (Tintin, #16)","Herge,Leslie Lonsdale-Cooper,Michael Turner",fiction,0316358452,62,"Little, Brown and Co.",1976-09-30,28.5
1674,"The Werewolf's Touch (Voodoo Moon, #2)",Cheri Scotch,fantasy,0743475216,272,iBooks,2003-10-01,26.25
1675,"The Secret of the Unicorn (Tintin, #11)",Herge,fiction,0316358320,62,"Little, Brown Books for Young Readers",1974-06-30,45.25
1676,"The Werewolf's Kiss (Voodoo Moon, #1)",Cheri Scotch,romance,0743474554,272,iBooks,2003-07-01,25.5
1677,"Easy. Whole. Vegan: 100 Flavor-Packed, No-Stress Recipes for Busy Families",Melissa King,unknown,161519309X,224,The Experiment,2016-09-06,21.75
1678,Patterns of the Universe: A Coloring Adventure in Math and Beauty,"Alex Bellos,Edmund Harriss",science,1615193235,144,The Experiment,2015-12-01,42.25
1679,All the Light We Cannot See,Anthony Doerr,fiction,nan,531,Scribner,2014-05-06,16.25
1680,"Contemporary American History, 1877-1913",Charles A. Beard,history,140970114X,404,Foley Press,2008-05-19,32.75
1681,American Economic Policy in the 1990s,Peter R. Orszag,unknown,0262561514,1131,Mit Press,2002-04-12,48.5
1682,Helter Skelter: The True Story of the Manson Murders,"Vincent Bugliosi,Curt Gentry",history,0099975009,768,Arrow,1992-11-05,20.0
1683,The Gates of Azyr,Chris Wraight,fantasy,nan,128,Black Library,2015-07-11,11.0
1684,"A Body to Spare (Odelia Gray Mystery, #10)",Sue Ann Jaffarian,mystery,0738718866,336,Midnight Ink,2015-11-08,32.25
1685,An American Romance,John Casey,fiction,0689107706,321,Atheneum Books,1977-01-01,26.25
1686,Imagination,Mary Warnock,unknown,0520037243,219,University of California Press,1978-10-24,28.5
1687,Type Superwoman: Finding the Life in Work-Life Balance: A Self-Searching Book for Women,Jaime Kulaga,unknown,1492285692,138,Createspace Independent Publishing Platform,2013-11-13,37.75
1688,The Hunger Games and Philosophy: A Critique of Pure Treason,"William Irwin,George A. Dunn,Nicolas Michaud,Andrew Zimmerman Jones",fantasy,1118065077,320,Wiley,2012-02-28,45.0
1689,"Raymond Roussel: Life, Death and Works (Atlas Anthology, No 4)","Alastair Brotchie,Malcolm Green,Antony Melville,Andrew Thomson,Raymond Roussel,Paul Hammond,John Ashbery,Barbara Wright,Alec Gordon,Catherine Allan,John Harman,Kathleen Cannell,Martin Sorrell,Roderick Masterton,Robert de Montesquiou,Philippe Soupault,Pierre Janet,Roger Vitrac,Salvador Dali,Andre Breton,Michel Butor,Jean Ferry,Michel Leiris,Alain Robbe-Grillet,Jean Ricardou,Leonard Sciascia,F.T.",unknown,0947757147,160,Atlas Press,1987-12-28,19.25
1690,Truth Machine,James L. Halperin,fiction,0345412885,395,Del Rey Books,1997-06-29,28.5
1691,Strapped: Why America's 20- and 30-Somethings Can't Get Ahead,Tamara Draut,unknown,0385515057,277,Doubleday,2006-01-17,27.75
1692,How the Stock Market Works: A Beginner's Guide to Investment,Michael Becket,science,0749472383,176,Kogan Page,2014-09-28,18.5
1693,Forgetfulness,Ward Just,fiction,0547526989,272,Mariner Books,2007-09-05,35.25
1694,Christmas with Southern Living 2014: Our Best Guide to Holiday & Decorating,Southern Living Magazine,unknown,0848743350,192,Oxmoor House,2014-09-02,49.5
1695,City Quilts: 12 Dramatic Projects Inspired by Urban Views,Cherri House,unknown,157120847X,111,C&T Publishing,2010-06-01,9.25
1696,I Wish I Would've,Aynoit Ashor,unknown,0578025485,72,Mocha Girl Publishing,2009-06-24,44.25
1697,"An Introduction To the Canterbury Tales: Fiction, Writing, Context",Helen  Phillips,unknown,031222740X,260,Palgrave Macmillan,2000-02-12,6.0
1698,Nobody Left to Hate,Elliot Aronson,unknown,0805070990,208,Holt Paperbacks,2001-07-01,21.5
1699,A guardar le stelle,"Linda Gillard,Alessandra Sora",romance,8804609079,304,Mondadori,2011-06-07,17.0
1700,The Notebooks of F. Scott Fitzgerald,"F. Scott Fitzgerald,Matthew J. Bruccoli",unknown,0151672601,359,Harcourt Brace Jovanovich Inc.,1978-01-01,33.25
1701,"Love Songs (Keller Family, #6)",Bernadette Marie,romance,nan,244,5 Prince Publising,2013-10-03,45.25
1702,Gears of War: Coalition's End,Karen Traviss,fiction,1439184097,464,Gallery Books,2011-08-02,28.75
1703,Σπινόζα,"Roger Scruton,Lena Theodoridou",history,9605360810,76,Enalios,2002-11-01,40.0
1704,Mythangelus,Storm Constantine,fantasy,1904853595,356,Immanion Press/Magalithica Books,2009-09-19,46.75
1705,Rozengeur en zonneschijn,"Jill Mansell,Marja Borg",romance,nan,343,Luitingh-Sijthoff,2014-06-17,12.75
1706,The Jaded Kiwi,Nick Spill,fiction,0983908095,314,Nicholas Spill,2016-03-01,15.25
1707,"Tempted by the Highland Warrior (MacKinloch Clan, #3)",Michelle Willingham,romance,1459233727,288,Harlequin Special Releases,2012-07-01,37.5
1708,The Assassination of Lumumba,"Ludo De Witte,Ann Wright",history,1859846181,224,Verso,2001-09-11,38.0
1709,Lightland,H.L. McCutchen,fantasy,0439395658,144,Orchard,2002-11-01,20.75
1710,Living Well with Epilepsy and Other Seizure Disorders: An Expert Explains What You Really Need to Know,Carl W. Bazil,science,0060538481,272,William Morrow Paperbacks,2004-10-12,45.25
1711,The Spy,"Paulo Coelho,Zoe Perry",fiction,1524732060,208,Knopf,2016-11-22,36.5
1712,"Trois filles à la mer (Le club des tongs, # 2)","Ellen Richardson,Anne Guiton",unknown,nan,138,Nathan Jeunesse,2014-07-03,43.75
1713,100 Things to Do in Columbus Before You Die,Jackie Mantey,unknown,1681060248,160,Reedy Press,2016-02-08,44.75
1714,L'âme du monde,Frederic Lenoir,fiction,2841116182,216,NiL,2012-05-10,24.0
1715,"Stan Musial: From Donora, Pa to St. Louis, Mo and the Big Leagues",Stephanie Bearce,unknown,1681060361,160,Reedy Press,2016-03-15,30.0
1716,Roses Read: Sappho's Corner Poetry Series,"Beth Mitchum,Mercedes Lewis,Caren Littman",unknown,148002824X,214,Createspace,2013-01-16,25.75
1717,Start to Stitch,"Claire Buckley,Miriam Edwards,Nancy Nicholson",unknown,1844489078,176,Search Press,2013-06-01,18.75
1718,Bedtime Story,Robert J. Wiersema,fantasy,0679313761,496,Vintage Canada,2011-08-02,47.0
1719,How to Draw and Sell-- Comic Strips-- For Newspapers and Comic Books!,Alan McKenzie,unknown,0891342141,143,Northlight,1987-10-01,7.75
1720,Wind of the Spirit (American Patriot Series #3),J.M. Hochstetler,romance,1936438135,368,Sheaf House,2013-02-28,42.0
1721,The Ominous Betrayal: Memoir of a Child of Hope,Deb J. Damone,unknown,098435395X,300,Legwork Team Publishing,2010-02-17,24.5
1722,Goddess Afoot!: Practicing Magic with Celtic & Norse Goddesses,Michelle Skye,unknown,0738713317,279,Llewellyn Publications,2008-05-08,30.25
1723,"Bons Sonhos, Meu Amor","Dorothy Koomson,Vera Falcao Martins",fiction,nan,448,Porto Editora,2009-04-23,6.5
1724,The Lord of the Rings and The Hobbit (Cliffs Notes),Gene B. Hardy,fantasy,0822012863,80,Cliffs Notes,1977-08-18,36.5
1725,"La ragazza senza nome (Zoe Goldman, #2)","Sandra  Block,Tessa Bernardi",mystery,nan,277,Timecrime,2016-04-07,33.5
1726,White-Collar Sweatshop: The Deterioration of Work and Its Rewards in Corporate America,Jill Andresky Fraser,unknown,039332320X,352,W. W. Norton  Company,2002-06-17,45.0
1727,Σέρρα,"Yiannis Kalpouzos,Giannes Kalpouzos",history,nan,640,Psukhogios,2016-04-07,40.5
1728,Passionate Friendship: The Aesthetics of Girls' Culture in Japan,Deborah Shamoon,history,0824836383,208,University of Hawaii Press,2012-03-31,30.75
1729,"Broken (This Trilogy, #1)",J.B. McGee,romance,1480138320,250,Createspace Independent Publishing Platform,2012-11-25,14.75
1730,Blockade Billy,Stephen King,fiction,1451608217,132,Scribner,2010-05-25,13.75
1731,Unorthodox,"Deborah Feldman,Christian Ruzicska",unknown,nan,384,btb Verlag,2017-06-19,24.25
1732,"Kill City Blues (Sandman Slim, #5)",Richard Kadrey,fantasy,0007483864,383,HarperCollins,2013-10-10,25.75
1733,The Compact Guide to the Bible,"Debra K. Reid,Martin H. Manser",unknown,0745953131,192,Lion Hudson,2010-10-01,13.25
1734,Deliverance,Brittany Comeaux,fantasy,nan,338,Createspace,2012-08-29,46.75
1735,"Rising Storm (Bluegrass Brothers, #2)",Kathleen Brooks,romance,1479160210,242,Createspace Independent Publishing Platform,2012-08-17,23.25
1736,"Autumn in the Heavenly Kingdom: China, the West and the Epic Story of the Taiping Civil War",Stephen R. Platt,history,0857897691,781,Atlantic Books (UK),2012-07-01,5.5
1737,SELF-CONFIDENCE BOOM: The Simple Way to Building Your Self-Confidence,George Zelina,unknown,152060839X,85,Independently published,2017-02-18,44.25
1738,Qin Shi Huangdi: First Emperor of China,Peggy Pancella,history,1403437122,32,Heinemann Educational Books,2003-09-01,21.0
1739,"Thief's Covenant (Widdershins Adventures, #1)","Ari Marmell,Yasmin Tuazon",fantasy,nan,6,GraphicAudio,2015-06-01,8.5
1740,The People's Scientist Dr Y Nayudamma A Biography,K. Chandrahas,unknown,9789351046,172,Pegasus India Publishers,2013-01-18,22.0
1741,Updike: America's Man of Letters,William H. Pritchard,unknown,155849507X,350,University of Massachusetts Press,2005-10-18,27.25
1742,The Perfect Dictatorship: China in the 21st Century,Stein Ringen,history,9888208942,208,Hong Kong University Press,2016-09-06,31.25
1743,SUPERHUBS: How the Financial Elite and their Networks Rule Our World,Sandra Navidi,unknown,185788664X,310,Nicholas Brealey,2017-01-24,21.0
1744,"The Two Sieges of Rhodes, 1480-1522",Eric Brockman,unknown,0719518946,184,John Murray Publishers,1969-01-01,26.75
1745,"The Antimatter Universe (Choose Your Own Adventure, #147)",Kate Mueller,unknown,0553563912,128,Skylark,1994-04-01,34.5
1746,Selling with Noble Purpose,Lisa Earle McLeod,unknown,1283858827,254,John Wiley & Sons,2012-12-13,20.25
1747,Captivity: 118 Days in Iraq and the Struggle for a World Without War,James Loney,history,030739929X,432,Knopf Canada,2011-04-19,45.5
1748,The Third Third of Life: Preparing for Your Future,"Walter C. Wright,Max DePree",unknown,0830837965,141,IVP Books,2012-04-27,7.0
1749,Crash into Me,Albert Borris,romance,1416998276,272,Simon Pulse,2010-07-06,39.5
1750,Telling the Gospel Through Story: Evangelism That Keeps Hearers Wanting More,Christine Dillon,unknown,0830837949,224,IVP Books,2012-05-14,40.0
1751,"Alice in Charge (Alice, #22)",Phyllis Reynolds Naylor,fiction,1416975527,336,Atheneum Books for Young Readers,2010-06-15,44.75
1752,The Gods of Amyrantha,Jennifer Fallon,fantasy,1429934190,496,Tor Books,2010-04-27,20.25
1753,The Longest New York Minute,Tracy Popolizio,fiction,1630637645,152,Tate Publishing,2015-02-24,37.5
1754,"The Match of the Century (Marrying the Duke, #1)",Cathy Maxwell,romance,0062388614,356,Avon,2015-11-24,48.75
1755,My Absolute Darling,Gabriel Tallent,fiction,0735211175,417,Riverhead Books,2017-08-29,14.5
1756,Inspiration,Henrietta Clarke,romance,1623801974,45,Dreamspinner Press,2012-12-01,24.75
1757,Crowning Glory,Pat Simmons,unknown,1601628978,288,Urban Christian,2011-04-01,40.25
1758,Developing Faculty Learning Communities at Two-Year Colleges: Collaborative Models to Improve Teaching and Learning,"Susan Sipple,Robin Lightner,Milton D. Cox",unknown,1579228445,220,Stylus Publishing (VA),2013-03-11,47.0
